id,company,assignee,title,inventor/author,priority.date,filing/creation.date,publication.date,grant.date,result.link,representative.figure.link,inventorlocation
US-2570419-A,Douglas,Douglas Aircraft Co Inc,Multiple clamp ,"Harold R Allen, George C Barber",17484,17484,18910,18910,https://patents.google.com/patent/US2570419A/en,https://patentimages.storage.googleapis.com/c7/84/c9/693861f0da6935/US2570419-drawings-page-1.png,"nice, and George C. Barber, 
Los Angeles, Calif., "
US-2481357-A,Douglas,Douglas Aircraft Co Inc,Seal ,"Paul L Smith, Jr Lewis E Williams",16741,16741,18147,18147,https://patents.google.com/patent/US2481357A/en,https://patentimages.storage.googleapis.com/0d/a9/d6/57546e1927941f/US2481357-drawings-page-1.png,"h and Lewis E. Williams, In, Los Angeles, Calif., "
US-2701068-A,Douglas,Douglas Aircraft Co Inc,Cargo loading hoist ,"Donaold W Douglas, Mar Bruce E Del",18836,18836,20121,20121,https://patents.google.com/patent/US2701068A/en,https://patentimages.storage.googleapis.com/cf/d4/3b/d7f971e46b0831/US2701068-drawings-page-1.png,"nica, and Bruce E. Del Mar, 
Los Angeles, Calif., "
US-2612828-A,Douglas,Douglas Aircraft Co Inc,Cabin pressure control instrument ,Mar Bruce E Del,18606,18606,19274,19274,https://patents.google.com/patent/US2612828A/en,https://patentimages.storage.googleapis.com/5b/eb/59/6a5bb3127dd505/US2612828-drawings-page-1.png,"INs'iRUM'r Bruce E. Del Mar, Los Angeles, Calif., "
US-2423682-A,Douglas,Douglas Aircraft Co Inc,Sheet metal structure ,John B Castle,16222,16222,17356,17356,https://patents.google.com/patent/US2423682A/en,https://patentimages.storage.googleapis.com/75/f7/c0/923901be8da906/US2423682-drawings-page-1.png,"AL STRUCTURE John B. Castle, Los Angeles, Calif., "
US-2701514-A,Douglas,Douglas Aircraft Co Inc,Safety device for pressurizable aircraft cabins ,Mar Bruce E Del,16935,18730,20128,20128,https://patents.google.com/patent/US2701514A/en,https://patentimages.storage.googleapis.com/8e/e2/2f/746667ee6b2199/US2701514-drawings-page-1.png,"AFT CABINS Bruce E. Del Mar, Los Angeles, Calif., "
US-2451280-A,Douglas,Douglas Aircraft Co Inc,Control system ,Mar Bruce E Del,16963,16963,17818,17818,https://patents.google.com/patent/US2451280A/en,https://patentimages.storage.googleapis.com/91/82/db/31d60177093498/US2451280-drawings-page-1.png,"ROL SYSTEM Bruce E. Del Mar, Los Angeles, Calif., "
US-2742245-A,Douglas,Douglas Aircraft Co Inc,Gust load alleviating device ,"Harpoothian Edward, Oswald William Bailey",17957,18963,20562,20562,https://patents.google.com/patent/US2742245A/en,https://patentimages.storage.googleapis.com/11/b4/61/bfa8b2e6b59de9/US2742245-drawings-page-1.png," and William Bailey Oswald, Los 
Angelcs, Calif., "
US-2310573-A,Douglas,Douglas Aircraft Co Inc,Aircraft cabin ,Edward F Burton,14497,14497,15746,15746,https://patents.google.com/patent/US2310573A/en,https://patentimages.storage.googleapis.com/41/3c/34/92e0c5ceb729e1/US2310573-drawings-page-1.png,"on, Douglas Aircraft Calif. 
Los Angeles, Calif., "
US-2940280-A,Douglas,Douglas Aircraft Co Inc,Variable cooling turbine ,Wilbur W Reaser,21550,21550,22081,22081,https://patents.google.com/patent/US2940280A/en,https://patentimages.storage.googleapis.com/3f/46/7c/4d8137419a07f6/US2940280-drawings-page-1.png,"BINE Wilbur W. Reaser, Pacific Palisades, Calif., "
US-2393945-A,Douglas,Douglas Aircraft Co Inc,Latch ,Carl A Weise,16235,16235,16831,16831,https://patents.google.com/patent/US2393945A/en,https://patentimages.storage.googleapis.com/19/49/df/6fecf43a2fc7cb/US2393945-drawings-page-1.png,"9, 1946 LATCH Carl A. Weise, Los Angeles, Calif., "
US-2376320-A,Douglas,Douglas Aircraft Co Inc,Hydraulic synchronizer ,"George W Butrovich, Clinton E Deardorff",15472,15472,16579,16579,https://patents.google.com/patent/US2376320A/en,https://patentimages.storage.googleapis.com/5f/e5/dc/077d2ad132a88b/US2376320-drawings-page-1.png,", and Clinton E. Deardorfl, Santa Monica,- Calib, "
US-2861759-A,Douglas,Douglas Aircraft Co Inc,Anti-shimmy nose wheel ,Fred A Wright,19928,19928,21514,21514,https://patents.google.com/patent/US2861759A/en,https://patentimages.storage.googleapis.com/94/b2/1b/d6e2bee100234d/US2861759-drawings-page-1.png," WHEEL Fred A. Wright, Pacific Palisades, Calif., "
US-2414346-A,Douglas,Douglas Aircraft Co Inc,Sheet metal article and method of forming the same ,Orville A Wheelon,15512,15512,17181,17181,https://patents.google.com/patent/US2414346A/en,https://patentimages.storage.googleapis.com/c6/99/1f/8869a3e557016f/US2414346-drawings-page-1.png,"AME Orville A. Wheelon, Pacific Palisades, CaliL, "
US-2596928-A,Douglas,Douglas Aircraft Co Inc,Safety device ,Howard J Ide,17429,17429,19127,19127,https://patents.google.com/patent/US2596928A/en,https://patentimages.storage.googleapis.com/e9/85/1a/765e875abcfb1e/US2596928-drawings-page-1.png,"AFETY DEVICE Howard J. Ide, Santa Monica, Calif., "
US-2660942-A,Douglas,Douglas Aircraft Co Inc,Rate of pressure change regulating instrument ,Mar Bruce E Del,16935,18713,19694,19694,https://patents.google.com/patent/US2660942A/en,https://patentimages.storage.googleapis.com/03/79/90/71d354b431516c/US2660942-drawings-page-1.png,"INSTRUMENT Bruce E. Del Mar, Los Angeles, Calif., "
US-2750929-A,Douglas,Douglas Aircraft Co Inc,Cycle control valve for hydraulic motors ,George A Bronson,18867,18867,20625,20625,https://patents.google.com/patent/US2750929A/en,https://patentimages.storage.googleapis.com/f8/e2/7c/ea4931aa72b293/US2750929-drawings-page-1.png,"C MOTORS George A. Bronson, Santa Monica, Calif., "
US-2549673-A,Douglas,Douglas Aircraft Co Inc,Pressure control system for aircraft cabins ,Mar Bruce E Del,16935,16935,18735,18735,https://patents.google.com/patent/US2549673A/en,https://patentimages.storage.googleapis.com/ca/dc/91/6e61a8e9409f92/US2549673-drawings-page-1.png,". 17, 1951 Bruce E; Del Mar,iLos. Angeles;.Calif;,"
US-2407401-A,Douglas,Douglas Aircraft Co Inc,Lateral control arrangement ,"Francis H Clauser, Carlos C Wood",15227,15227,17055,17055,https://patents.google.com/patent/US2407401A/en,https://patentimages.storage.googleapis.com/8b/7d/fd/6a8c430a7b32a0/US2407401-drawings-page-1.png,"lif. 
rita Monica, and Carlos C. 
geles, 
Calif., "
US-2453923-A,Douglas,Douglas Aircraft Co Inc,Aircraft cooling by air turbine means ,Alfred M Mayo,17034,17034,17853,17853,https://patents.google.com/patent/US2453923A/en,https://patentimages.storage.googleapis.com/17/f0/b1/ab5046870417ac/US2453923-drawings-page-1.png,"RBINE MEANS Alfred M. Mayo, 
Los Angeles, Calif., "
US-2877970-A,Douglas,Douglas Aircraft Co Inc,Vibration damping connection ,"Albertine Albert William, Matha M Miller, Raymond C Zaller",20444,20444,21626,21626,https://patents.google.com/patent/US2877970A/en,https://patentimages.storage.googleapis.com/6e/7e/f8/4a55d606e79de7/US2877970-drawings-page-1.png,"les, and Raymond C. Zaller, Santa Monica, Calif., "
US-2228779-A,Douglas,Douglas Aircraft Co Inc,Sealed joint ,"Vladimir H Pavlecka, Kenneth F Ridley, Allan B Rogers",14248,14248,14990,14990,https://patents.google.com/patent/US2228779A/en,https://patentimages.storage.googleapis.com/f2/8e/db/0531c834ca9bb7/US2228779-drawings-page-1.png,"idley, and Allan B. Rogers, Santa Monica, Calif., "
US-3084507-A,Douglas,Douglas Aircraft Co Inc,Jet engine sound suppressor and reverser ,"Kleinhans Schuyler, Monica Santa, Carl A Weise",21353,21353,23110,23110,https://patents.google.com/patent/US3084507A/en,https://patentimages.storage.googleapis.com/7f/d5/38/c779ce04603a30/US3084507-drawings-page-1.png,"ca, and Carl A. Weise, Pacific Palisades, Califl, "
US-2714999-A,Fairchild,Fairchild Engine & Airplane,Jet propelled bombing aircraft ,"Armand J Thieblot, Rodger W Davis",18008,18008,20310,20310,https://patents.google.com/patent/US2714999A/en,https://patentimages.storage.googleapis.com/cb/dc/f6/49a6ac9156b210/US2714999-drawings-page-1.png,"J. Thieblot and Rodger W. Davis, Hagerstown, 
Md, "
US-2684218-A,Fairchild,Fairchild Engine & Airplane,Aircraft cargo handling system ,Cozzoli Michael,17638,17638,19925,19925,https://patents.google.com/patent/US2684218A/en,https://patentimages.storage.googleapis.com/fd/df/f3/b977107c0cfc0a/US2684218-drawings-page-1.png,"ANDLING SYSTEM"" Michael Cozzoli, Hagerstown, Md.,f"
US-2848181-A,Fairchild,Fairchild Engine & Airplane,Wing tip jets ,Willard L Landers,20302,20302,21416,21416,https://patents.google.com/patent/US2848181A/en,https://patentimages.storage.googleapis.com/36/c7/77/6ecf4b0cf42c2a/US2848181-drawings-page-1.png,"G TIP JETS Willard L. I landers, Smithsburg, Md., "
US-2759691-A,Fairchild,Fairchild Engine & Airplane,Aircraft cargo loading doors ,"George C Weaver, Kenneth W Mccormick",19575,19575,20688,20688,https://patents.google.com/patent/US2759691A/en,https://patentimages.storage.googleapis.com/ec/fb/e2/1f16f0a990453b/US2759691-drawings-page-1.png,"own, Md., and Kenneth W. McCormick, Dayton, Ohio, "
US-2497880-A,Fairchild,Fairchild Engine & Airplane,Retractable landing gear ,Alfred A Gassner,17768,17768,18315,18315,https://patents.google.com/patent/US2497880A/en,https://patentimages.storage.googleapis.com/81/e0/a5/b8e674eb661159/US2497880-drawings-page-1.png," LANDING GEAR Alfred A. Gassner, New York, N. Y,, "
US-2652996-A,Fairchild,Fairchild Engine & Airplane,Aircraft cockpit canopy ,"Pedro S Yujuico, Charles F U Stoner",18035,18035,19624,19624,https://patents.google.com/patent/US2652996A/en,https://patentimages.storage.googleapis.com/09/af/15/4c521c74d47b34/US2652996-drawings-page-1.png,", Md., and Charles F. U. Stoner, Waynesboro, Pa., "
US-2876969-A,Fairchild,Fairchild Engine & Airplane,Aircraft transportable pallet floor ,"Tydon Walter, Richard K Ruhe",19660,19660,21619,21619,https://patents.google.com/patent/US2876969A/en,https://patentimages.storage.googleapis.com/c0/f5/aa/7893bb910e1d8b/US2876969-drawings-page-1.png,"stown, Md.,-and Richard K. Ruhe, 
 Charmain, Pa., "
US-2697569-A,Fairchild,Fairchild Engine & Airplane,Detachable fuselage aircraft ,Jr William B Westcott,19010,19010,20079,20079,https://patents.google.com/patent/US2697569A/en,https://patentimages.storage.googleapis.com/34/27/eb/407ed5a067844f/US2697569-drawings-page-1.png,"CRAFT William B. Westcott, .ir., Hagerstown, Md., "
US-2737874-A,Fairchild,Fairchild Engine & Airplane,"Aircraft heating, ventilating, and anti-icing system ","Harry M Gallay, Jr Theodore Hoffacker",18525,18525,20527,20527,https://patents.google.com/patent/US2737874A/en,https://patentimages.storage.googleapis.com/1a/5d/d3/9865b9e813fa09/US2737874-drawings-page-1.png,"and Theodore 'I-I'ofiacker, Jr., Hagerstown, Md., "
US-2869535-A,Fairchild,Fairchild Engine & Airplane,Aircraft heating system ,Theodore H Horrell,19856,19856,21570,21570,https://patents.google.com/patent/US2869535A/en,https://patentimages.storage.googleapis.com/60/34/57/08990a6db924c1/US2869535-drawings-page-1.png,"ING SYSTEM Theodore H. Horrell, Greencastle, Pa., "
US-2624533-A,Fairchild,Fairchild Engine & Airplane,Hydraulic steering system ,Stanley F Brader,18388,18388,19365,19365,https://patents.google.com/patent/US2624533A/en,https://patentimages.storage.googleapis.com/76/bb/bc/d77105b595ccb4/US2624533-drawings-page-1.png,"EERING SYSTEM Stanley F. Brader, Hagerstown, Md., "
US-2696104-A,Fairchild,Fairchild Engine & Airplane,Landing gear testing apparatus ,"Roscoe I Markey, Merle J Frank, Henry J Sieradzki",18774,18774,20065,20065,https://patents.google.com/patent/US2696104A/en,https://patentimages.storage.googleapis.com/c7/cc/81/fdedb66b37cd65/US2696104-drawings-page-1.png,"esville, and Henry J. Sieradzki, Hagerstown, Md., "
US-2491812-A,Fairchild,Fairchild Engine & Airplane,Aircraft wheel brake ,Jr Theodore Hoffacker,17260,17260,18252,18252,https://patents.google.com/patent/US2491812A/en,https://patentimages.storage.googleapis.com/55/e6/b1/fd1c69e1960439/US2491812-drawings-page-1.png,"L BRAKE Theodore Hoffacker, Jr., Hagerstown, Md., "
US-2505853-A,Fairchild,Fairchild Engine & Airplane,Output shaft coupling mechanism for multiple power plants ,"Pew Chester C De, Alfred T Gregory",17896,17896,18385,18385,https://patents.google.com/patent/US2505853A/en,https://patentimages.storage.googleapis.com/5c/e1/54/bf832bb6714a71/US2505853-drawings-page-1.png,"dale, and Alfred '1. 
Gregory, Massapequa, N. Y., "
US-2811326-A,Fairchild,Fairchild Engine & Airplane,Retractable aircraft landing gear ,Jr William B Westcott,19760,19760,21122,21122,https://patents.google.com/patent/US2811326A/en,https://patentimages.storage.googleapis.com/b5/bb/ad/8cb31b30949dd0/US2811326-drawings-page-1.png,"G GEAR William B. Westcott, Jr., Hagerstown, Md., "
US-2858075-A,Fairchild,Fairchild Engine & Airplane,Air conditioning control system ,"Jr Ernest G Le May, John E Drake",19744,19744,21486,21486,https://patents.google.com/patent/US2858075A/en,https://patentimages.storage.googleapis.com/84/58/be/f0c0838347b971/US2858075-drawings-page-1.png,"e May, Jr., and John E. Drake, Northport, 
N. Y., "
US-2891788-A,Fairchild,Fairchild Engine & Airplane,Aircraft landing gear-double acting shock strut ,Charles F U Stoner,19829,19829,21724,21724,https://patents.google.com/patent/US2891788A/en,https://patentimages.storage.googleapis.com/54/d0/79/b68bd691994291/US2891788-drawings-page-1.png,"HOCK STRUT Charles F. U. Stoner, Waynesboro, Pa., "
US-2613961-A,Fairchild,Fairchild Engine & Airplane,Quick disconnect holding means ,John E Wescott,18353,18353,19281,19281,https://patents.google.com/patent/US2613961A/en,https://patentimages.storage.googleapis.com/b9/e8/45/28d34a5d7066fc/US2613961-drawings-page-1.png,"QNNE OLDI G M s John E. Wescott, Hagerstown, Md., "
US-2505857-A,Fairchild,Fairchild Engine & Airplane,Transmission for dual engine drives ,Alfred T Gregory,16996,16996,18385,18385,https://patents.google.com/patent/US2505857A/en,https://patentimages.storage.googleapis.com/bd/e3/3e/2088efe0f44c06/US2505857-drawings-page-1.png,"GINE DRIVES Alfred Tl'firegory, Manhasset, N. Y., "
US-2451265-A,Fairchild,Fairchild Engine & Airplane,Aircraft landing gear lock ,John E Wescott,16635,16635,17818,17818,https://patents.google.com/patent/US2451265A/en,https://patentimages.storage.googleapis.com/0f/f2/86/cfa24078cbb0c4/US2451265-drawings-page-1.png,"NDING GEAR LOCK John E. Wescott, Hagerstown, Md., "
US-2994497-A,Fairchild,Fairchild Engine & Airplane,Static line retriever ,"Jr Theodore Hoffacker, William O Hammer",20708,20708,22494,22494,https://patents.google.com/patent/US2994497A/en,https://patentimages.storage.googleapis.com/ac/62/c8/4205e5a3fef847/US2994497-drawings-page-1.png,"er, Jr., and William 0. Hammer, 
Hagerstown, Md., "
US-2781226-A,Fairchild,Fairchild Engine & Airplane,Cargo vehicle body with foldable doors for imparting a streamlined shape to the body ,Tydon Walter,19535,19535,20863,20863,https://patents.google.com/patent/US2781226A/en,https://patentimages.storage.googleapis.com/cc/cd/f8/6983f24978dd6b/US2781226-drawings-page-1.png," SHAPE TO THE BODY Walter Tydon, Hagerstown, Md., "
US-2867991-A,Fairchild,Fairchild Engine & Airplane,Invertible evaporator ,Makowski Jerzy,21019,21019,21563,21563,https://patents.google.com/patent/US2867991A/en,https://patentimages.storage.googleapis.com/bd/f8/04/c44cb97b9260c9/US2867991-drawings-page-1.png,"I i l H 15 ATTORNEYS INVERTIBLE EVAPORATOR N. Y., "
US-2721456-A,Fairchild,Fairchild Engine & Airplane,Aircraft air conditioning system ,"Jr Vernon L Whitney, John L Weiler",19554,19554,20387,20387,https://patents.google.com/patent/US2721456A/en,https://patentimages.storage.googleapis.com/8c/8f/95/60ea0fd3a635d8/US2721456-drawings-page-1.png,"Hicksville, and John L. Weiler, 
Freeport, N. Y., "
US-2504128-A,Fairchild,Fairchild Engine & Airplane,Aircraft landing gear ,"Joel M Jacobson, Stanley F Brader, Hayden A Fleck",17722,17722,18371,18371,https://patents.google.com/patent/US2504128A/en,https://patentimages.storage.googleapis.com/f0/73/e0/6aa2411c78d5ad/US2504128-drawings-page-1.png,"y F. Brader and Hayden A. Fleck, Hagerstown, Md., "
US-2983116-A,Fairchild,Fairchild Engine & Airplane,Air conditioning unit ,"Makowski Jerzy, Dennehy Gerald",21858,21858,22410,22410,https://patents.google.com/patent/US2983116A/en,https://patentimages.storage.googleapis.com/f1/de/a2/33bfae42ee866e/US2983116-drawings-page-1.png,"ance, Calif, and Gerald Dennehy, 
Setauket, N.Y., "
US-2510969-A,Fairchild,Fairchild Engine & Airplane,Foldable and retractable endless track type landing gears ,Alfred A Gassner,17952,17952,18427,18427,https://patents.google.com/patent/US2510969A/en,https://patentimages.storage.googleapis.com/67/7e/98/d82a4f21c6e34b/US2510969-drawings-page-1.png," LANDING GEARS Alfred A. Gassner, NewYork, N. Y.,"""
US-2949863-A,Fairchild,Fairchild Engine & Airplane,Cargo handling system ,Cozzoli Michael,20851,20851,22151,22151,https://patents.google.com/patent/US2949863A/en,https://patentimages.storage.googleapis.com/0f/ef/41/5962c343cc28d8/US2949863-drawings-page-1.png,"HANDLING SYSTEM Michael Cozzoli, Hagerstown, Md., "
US-2334848-A,Fairchild,Fairehild Engine And Airplane,Aircraft control surface mounting ,Armand J Thieblot,15116,15116,16033,16033,https://patents.google.com/patent/US2334848A/en,https://patentimages.storage.googleapis.com/45/f9/81/29b63d804b6e14/US2334848-drawings-page-1.png,"L SURFACE UNTING Armand J. 'lhieblot, madman, Ma, "
US-2955656-A,Fairchild,Fairchild Engine & Airplane,Auxiliary power system for aircraft ,"Otto E Balje, John J Dineen",20085,20085,22200,22200,https://patents.google.com/patent/US2955656A/en,https://patentimages.storage.googleapis.com/08/bb/37/a6a6838f8d6af6/US2955656-drawings-page-1.png,"Calif., and John J. Dineen, East Northport, N.Y., "
US-2949891-A,Fairchild,Fairchild Engine & Airplane,Pneumatically actuated mechanical jacks ,Shube Eugene Elliot,20683,20683,22151,22151,https://patents.google.com/patent/US2949891A/en,https://patentimages.storage.googleapis.com/d8/ce/23/6cf70bd87e7519/US2949891-drawings-page-1.png,"CHANICAL JACKS Eugene Eiiiot Shube, Elmont, N.Y., "
US-2965956-A,Fairchild,Fairchild Engine & Airplane,Hinge bond construction ,Arthur D Jairett,20631,20631,22277,22277,https://patents.google.com/patent/US2965956A/en,https://patentimages.storage.googleapis.com/a2/a3/65/b80ab8c367d709/US2965956-drawings-page-1.png," CONSTRUCTION Arthur D. Jairett, Waynesboro, Pa., "
US-2707939-A,Fairchild,Fairchild Engine & Airplane,Aircraft steering system and valve therefor ,Worley Lee,19690,19690,20219,20219,https://patents.google.com/patent/US2707939A/en,https://patentimages.storage.googleapis.com/b0/26/11/2b73365ce25c23/US2707939-drawings-page-1.png,"EM AND VALVE T REFOR Lee Worley, Hagerstown, Md., "
US-2480322-A,Fairchild,Fairchild Engine & Airplane,Aircraft ambulance ,Cozzoli Michael,16385,16385,18140,18140,https://patents.google.com/patent/US2480322A/en,https://patentimages.storage.googleapis.com/2e/f9/27/d3f4ac3af54761/US2480322-drawings-page-1.png,"RAFT AMBULANCE Michael Cozz oli, Hagerstown, Md., "
US-2098752-A,Fleetwings,Fleetwings Inc,Structural section for aircraft ,Roy G Miller,12821,12821,13828,13828,https://patents.google.com/patent/US2098752A/en,https://patentimages.storage.googleapis.com/c3/7f/13/ef038275f79c6a/US2098752-drawings-page-1.png,"CTION ron nacasr'r Roy G. Miller, Langhorne, Pa,"" "
US-2294467-A,Fleetwings,Fleetwings Inc,Landing gear ,Lemonier Camille Robert,14812,14812,15585,15585,https://patents.google.com/patent/US2294467A/en,https://patentimages.storage.googleapis.com/b9/79/46/d1e380979e078c/US2294467-drawings-page-1.png,"ING GEAR Camille' Robert Lemonier, 
Bristol, Pa., "
US-2184260-A,Fleetwings,Fleetwings Inc,Linkage system ,Wilson L Sutton,13985,13985,14598,14598,https://patents.google.com/patent/US2184260A/en,https://patentimages.storage.googleapis.com/29/6e/49/da1a94c4678665/US2184260-drawings-page-1.png,"260 LINKAGE SYSTEM Wilson L. Sutton, Bristol, Pa, "
US-2161802-A,Fleetwings,Fleetwings Inc,Fabric attaching cap strip for aircraft ,Ganahl Carl De,13660,13660,14409,14409,https://patents.google.com/patent/US2161802A/en,https://patentimages.storage.googleapis.com/9d/58/24/061cdcca36cf2d/US2161802-drawings-page-1.png,"RIP FOR A-IR- CRAFT Carl de Ganahl, Bristol, Pa., "
US-2027711-A,Fleetwings,Fleetwings Inc,Spar structure ,Wilson L Sutton,12061,12061,13163,13163,https://patents.google.com/patent/US2027711A/en,https://patentimages.storage.googleapis.com/69/6f/47/ec4c1b3fe9f84e/US2027711-drawings-page-1.png,". Sutton, 
Fleetwings, Inc., 
Long Island, N. Y., "
US-2075977-A,Fleetwings,Fleetwings Inc,Fuel tank for aircraft ,Ganahl Carl De,12676,12676,13611,13611,https://patents.google.com/patent/US2075977A/en,https://patentimages.storage.googleapis.com/a7/a6/f8/ff9ffa30bedc0e/US2075977-drawings-page-1.png,"eenlawn, N. 1., Fleetwings, lnc.,. Garden City, 
 "
US-2177478-A,Fleetwings,Fleetwings Inc,Corrugated sheet metal structure ,Ganahl Carl De,13599,13599,14542,14542,https://patents.google.com/patent/US2177478A/en,https://patentimages.storage.googleapis.com/c8/a1/0f/77dfea7a764fa4/US2177478-drawings-page-1.png,"EET METAL STRUCTURE Carl de Ganahl, Bristol, Pa., "
US-2383200-A,Ford,Ford Motor Co,Handhole closure ,"Clarence F Kramer, Herbert F Cromwell",15749,15749,16670,16670,https://patents.google.com/patent/US2383200A/en,https://patentimages.storage.googleapis.com/12/4f/7d/0e16fdac551c2b/US2383200-drawings-page-1.png,"mingham, and Herbert F. Cromwell, Detroit, Mich., "
US-2469243-A,Ford,Ford Motor Co,Adjustable automobile seat ,"Lawrence B Rivard, Russell J Mccarthy",16671,16671,18021,18021,https://patents.google.com/patent/US2469243A/en,https://patentimages.storage.googleapis.com/ca/fb/15/973dacdacfce6f/US2469243-drawings-page-1.png,"earborn, and Russell J. McCarthy, Detroit, Mich., "
US-2472317-A,Ford,Ford Motor Co,Method of aircraft fuselage construction ,"Charles E Sorensen, Logan C Miller",15843,15843,18056,18056,https://patents.google.com/patent/US2472317A/en,https://patentimages.storage.googleapis.com/0a/3e/f2/254dfcc694ea19/US2472317-drawings-page-1.png,"nsemDetroih-and Logan 0, Miller, Ann Arbor, Mich t"
US-1921294-A,Ford,Ford Motor Co,Airplane ,Harold A Hicks,11623,11623,12274,12274,https://patents.google.com/patent/US1921294A/en,https://patentimages.storage.googleapis.com/44/d8/40/6471b82efb069c/US1921294-drawings-page-1.png,"8, 1933 AIRPLANE Harold A. Hicks, Detroit, Mich., "
US-2428674-A,Ford,Ford Motor Co,Apparatus for constructing aircraft wings ,"Logan C Miller, George E Scarlett",15843,15843,17447,17447,https://patents.google.com/patent/US2428674A/en,https://patentimages.storage.googleapis.com/37/b6/bd/9f0c33ef0cec44/US2428674-drawings-page-1.png,"Arbor, and George E. v. Scarlett, Detroit. Mich., "
US-2391503-A,Ford,Ford Motor Co,Apparatus for facilitating the transport of aircraft ,Page Ernest,15466,15775,16796,16796,https://patents.google.com/patent/US2391503A/en,https://patentimages.storage.googleapis.com/b7/85/20/e16a21df1665be/US2391503-drawings-page-1.png,"PORT OF AIRCRAFT Ernest Page, Upminster, England, "
US-2378043-A,Ford,Ford Motor Co,Method of airframe assembly ,"Charles E Sorensen, Roscoe M Smith",15638,15638,16600,16600,https://patents.google.com/patent/US2378043A/en,https://patentimages.storage.googleapis.com/74/d8/b7/c14224e1e8ead2/US2378043-drawings-page-1.png,"M Patented June 12, 1945 Smith, Ann Arbor, Mich., "
US-2374894-A,Ford,Ford Motor Co,Method and apparatus for assembling aircraft fuselages ,"William F Pioch, George E Scarlett",15873,15873,16558,16558,https://patents.google.com/patent/US2374894A/en,https://patentimages.storage.googleapis.com/1e/fe/53/c8de6c28ae72a7/US2374894-drawings-page-1.png,"liam Pioch and GeorgdE. scarlettrbetroit, 
 Mich, "
US-1955185-A,Ford,Ford Motor Co,Airplane ,Harold A Hicks,10170,10170,12526,12526,https://patents.google.com/patent/US1955185A/en,https://patentimages.storage.googleapis.com/aa/a7/a3/d226c955be74d0/US1955185-drawings-page-1.png," OFFICE AIRPLANE Harold A. Hicks, 
Detroit, Mich, "
US-2584961-A,Goodyear,Goodyear Aircraft Corp,Jet-propelled airplane with jettisonable wing-tip fuel tanks ,"Derwood A Beck, Edwyn A Eddy",16688,16688,19029,19029,https://patents.google.com/patent/US2584961A/en,https://patentimages.storage.googleapis.com/22/6b/1d/50ca13369437bb/US2584961-drawings-page-1.png,"ck, Seville, and Edwyn A. Eddy, 
Massillon, Ohio, "
US-2764371-A,Goodyear,Goodyear Tire & Rubber,Apparatus for landing aircraft ,Edward T Armstrong,19827,19827,20723,20723,https://patents.google.com/patent/US2764371A/en,https://patentimages.storage.googleapis.com/22/46/dc/d46ae7c02aad81/US2764371-drawings-page-1.png,"DING ARCRAFT Edward T. Armstrong, Wanaque, N. J., "
US-2726054-A,Goodyear,Goodyear Aircraft Corp,Head shield for airplane occupants ,"Robert F Lesley, Robert C Tompkins",19263,19263,20429,20429,https://patents.google.com/patent/US2726054A/en,https://patentimages.storage.googleapis.com/12/6b/03/70cf5ae619d6c1/US2726054-drawings-page-1.png,"hio, and Robert C. Tompkins, Los Angeles, Calif., "
US-2806509-A,Goodyear,Goodyear Aircraft Corp,Sandwich structures ,"Francis A Bozzacco, Raymond W Sheatsley",20617,20617,21080,21080,https://patents.google.com/patent/US2806509A/en,https://patentimages.storage.googleapis.com/b1/cf/19/a20d9c04c10d94/US2806509-drawings-page-1.png,"on, and Raymond W. Sheatsley, North Canton, Ohio, "
US-2964139-A,Goodyear,Goodyear Tire & Rubber,Pneumatic shock absorber ,"Casimir T Wittl, Frank J Jenkins",20941,20941,22263,22263,https://patents.google.com/patent/US2964139A/en,https://patentimages.storage.googleapis.com/6d/a0/6a/5f80c658a2ac0a/US2964139-drawings-page-1.png,"tthTallmadge, and Frank J. Jenkins, Akron, 
Ohio, "
US-2697567-A,Goodyear,Goodyear Aircraft Corp,Control for stallproof and spinproof three-control airplanes ,Fiedler Henry,18254,18254,20079,20079,https://patents.google.com/patent/US2697567A/en,https://patentimages.storage.googleapis.com/32/de/9d/0d2515e9c8b134/US2697567-drawings-page-1.png,"E-CONTROL AIRPLANES Henry Fiedler, Chicago, 111., "
US-2595192-A,Goodyear,Goodyear Aircraft Corp,Control surface for airplanes ,Louis C Garby,16764,16764,19113,19113,https://patents.google.com/patent/US2595192A/en,https://patentimages.storage.googleapis.com/5c/12/84/7fc164546d3633/US2595192-drawings-page-1.png,"URFACE FOR AIRPLANES Louis C. Garby, Akron, Ohio, "
US-2979287-A,Goodyear,Goodyear Aircraft Corp,Inflatable wing with variable camber ,Robert S Ross,21795,21795,22382,22382,https://patents.google.com/patent/US2979287A/en,https://patentimages.storage.googleapis.com/bb/f6/73/b4e60653760c34/US2979287-drawings-page-1.png," VARIABLE CAMBER Robert 5. Ross, Cleveland, Ohio, "
US-2974912-A,Goodyear,Goodyear Tire & Rubber,Shock absorber ,Raymond J Namsick,21454,21454,22354,22354,https://patents.google.com/patent/US2974912A/en,https://patentimages.storage.googleapis.com/59/9b/73/f19c696b5df584/US2974912-drawings-page-1.png,"t SHOCK ABSORBER Raymond J. Namsick, Akron, Ohio, "
