id,company,assignee,title,inventor/author,priority.date,filing/creation.date,publication.date,grant.date,result.link,representative.figure.link,inventorlocation
US-2573044-A,Aeronca,Aeronca Aircraft Corp,Control mechanism ,Morris William Tudor,17404,17404,18931,18931,https://patents.google.com/patent/US2573044A/en,https://patentimages.storage.googleapis.com/6a/2f/a1/4b130ee954d096/US2573044-drawings-page-1.png,"MECHANISM William Tudor Morris, Middletown, Ohio, "
US-2521339-A,Aeronca,Aeronca Aircraft Corp,Aircraft seat ,Edward R Burn,16649,16649,18511,18511,https://patents.google.com/patent/US2521339A/en,https://patentimages.storage.googleapis.com/4d/b0/14/1776a102f6d985/US2521339-drawings-page-1.png,"RCRAFT SEAT Edward R. Burn, Cuyahoga Falls, Ohio, "
US-2601902-A,Beech,Beech Aircraft Corp,Multiengine safety feathering system ,"Theodore A Wells, Harry L Reiter",17124,17124,19176,19176,https://patents.google.com/patent/US2601902A/en,https://patentimages.storage.googleapis.com/e6/f7/89/bbcb080908532d/US2601902-drawings-page-1.png,"re A. Wells and Harry L. Reiter, Wichita, 
Kans., "
US-2576867-A,Beech,Beech Aircraft Corp,Safety harness ,Jr Leonard Lee Wilson,18531,18531,18959,18959,https://patents.google.com/patent/US2576867A/en,https://patentimages.storage.googleapis.com/5b/49/a0/389ca5fa55700a/US2576867-drawings-page-1.png,"Y HARNESS Leonard Lee Wilson, Jr., Wichita, Kans, "
US-2497957-A,Beech,Beech Aircraft Corp,Window frame ,Perry H Pelley,16897,16897,18315,18315,https://patents.google.com/patent/US2497957A/en,https://patentimages.storage.googleapis.com/df/bb/04/862b4c8adbbe95/US2497957-drawings-page-1.png," WINDOW FRAIME """"P'errfH. Pelley, Wichita, Kansg; "
US-2454981-A,Beech,Beech Aircraft Corp,Aircraft control ,Jr Jesse L Vint,16649,16649,17867,17867,https://patents.google.com/patent/US2454981A/en,https://patentimages.storage.googleapis.com/4d/4e/cf/4ec28316e95dc7/US2454981-drawings-page-1.png,"CRAFT CONTROL Jesse L. Vint, Jr., Wichita, Kans., "
US-2432396-A,Beech,Beech Aircraft Corp,Airplane wing ,Harold W Earhart,16405,16405,17510,17510,https://patents.google.com/patent/US2432396A/en,https://patentimages.storage.googleapis.com/a4/7e/e1/5680370b607f2d/US2432396-drawings-page-1.png,"7 AIRPLANE WING Harold W. Earhart, Wichita,Kans., "
US-2793779-A,Beech,Beech Aircraft Corp,High nesting sectional tank ,Warren G Woods,20425,20425,20968,20968,https://patents.google.com/patent/US2793779A/en,https://patentimages.storage.googleapis.com/27/6f/a9/3809ddcfc39a42/US2793779-drawings-page-1.png,"G SECTIONAL TANK Warren G. Woods, Wichita, Kans., "
US-2926688-A,Beech,Beech Aircraft Corp,Precise control distribution of airplane fuel stores ,"Richard A Muma, Markley John Lee",20583,20583,21976,21976,https://patents.google.com/patent/US2926688A/en,https://patentimages.storage.googleapis.com/3e/50/5d/e026a83fab9ded/US2926688-drawings-page-1.png,"rd A. Muma :and John Lee Markley, Wichita, Kano, :"
US-2448362-A,Beech,Beech Aircraft Corp,Aircraft beam chord construction ,Harold W Earhart,16706,16706,17776,17776,https://patents.google.com/patent/US2448362A/en,https://patentimages.storage.googleapis.com/cc/bf/a3/75bb019b6d4ac8/US2448362-drawings-page-1.png,"D CONSTRUCTION Harold W. Earhart, Wichita, Kans., "
US-2807327-A,Beech,Beech Aircraft Corp,Hydraulic control full feathering propeller ,Orin W Scott,19921,19921,21087,21087,https://patents.google.com/patent/US2807327A/en,https://patentimages.storage.googleapis.com/0e/50/72/5d034fbae76130/US2807327-drawings-page-1.png,"ATHERING PROPELLER Orin W. Scott, Wichita, Kans., "
US-2601901-A,Beech,Beech Aircraft Corp,Automatic propeller feathering system ,Richard A Muma,18028,18028,19176,19176,https://patents.google.com/patent/US2601901A/en,https://patentimages.storage.googleapis.com/31/5d/40/9084d13686d1c7/US2601901-drawings-page-1.png,"FEATHERING STEM Richard A. Muma, Wichita, Kans., 
"
US-2412885-A,Beech,Beech Aircraft Corp,Shock absorber ,Ralph M Harmon,16359,16359,17153,17153,https://patents.google.com/patent/US2412885A/en,https://patentimages.storage.googleapis.com/c4/8a/e4/990812a134897a/US2412885-drawings-page-1.png,"46 SHOCK ABSORBER Ralph M. Harmon, Wichita, Kane, "
US-2781935-A,Beech,Beech Aircraft Corp,High nesting sectional fuel tank ,"Charles W Spieth, Herbert M Wright, Alfred L Clark",20431,20431,20870,20870,https://patents.google.com/patent/US2781935A/en,https://patentimages.storage.googleapis.com/fe/2b/8f/db59b7c00b18d0/US2781935-drawings-page-1.png," M. Wright, and Alfred L. 
Clark, Wichita, Kans., "
US-2911050-A,Beech,Beech Aircraft Corp,Constant speed propeller with selfcontained pump and governor ,Orin W Scott,20647,20647,21857,21857,https://patents.google.com/patent/US2911050A/en,https://patentimages.storage.googleapis.com/4f/ef/90/0a961c2d13836a/US2911050-drawings-page-1.png,PROPELLERHWIIIH SELF- CONTAINED PUMP AND GOVERNOR 
US-2502315-A,Beech,Beech Aircraft Corp,Operating mechanism for high lift devices for airplanes ,Harold W Earhart,16859,16859,18350,18350,https://patents.google.com/patent/US2502315A/en,https://patentimages.storage.googleapis.com/a3/79/37/e38326bcd62a9f/US2502315-drawings-page-1.png,"OR AIRPLANES I Harold W. Earhart, Wichita, Kans., "
US-2464463-A,Beech,Beech Aircraft Corp,Hub assembly for aircraft propellers ,Horace H Roby,16568,16568,17972,17972,https://patents.google.com/patent/US2464463A/en,https://patentimages.storage.googleapis.com/6d/e7/9a/9f66909762ef9f/US2464463-drawings-page-1.png,"CRAFT PROPELLERS Horace H. Roby, Wichita,- Kans., "
US-2653670-A,Beech,Beech Aircraft Corp,Controllable pitch propeller ,Alec S Odevseff,17686,18890,19631,19631,https://patents.google.com/patent/US2653670A/en,https://patentimages.storage.googleapis.com/7f/10/a8/03744b7161b46e/US2653670-drawings-page-1.png,"PITCH PROPELLER Alec S. Odevsefi, Wichita, Kans., "
US-2509697-A,Beech,Beech Aircraft Corp,Differential mechanism for adjusting aircraft surfaces ,Perry H Pelley,17699,17699,18413,18413,https://patents.google.com/patent/US2509697A/en,https://patentimages.storage.googleapis.com/e4/a4/7c/df03cca28819f0/US2509697-drawings-page-1.png,"FT SURFACES Perry H.-.-'Pelley,-.=Wichita, Kans.,-"
US-2954831-A,Beech,Beech Aircraft Corp,Variable pitch propeller ,Orin W Scott,21530,21530,22193,22193,https://patents.google.com/patent/US2954831A/en,https://patentimages.storage.googleapis.com/7b/c3/69/d28a29eda72472/US2954831-drawings-page-1.png,"E PITCH PROPE'LLER Orin W. Scott, Wichita, Kans., "
US-2470616-A,Beech,Beech Aireraft Corp,Shock absorber ,Ralph M Harmon,16978,16978,18035,18035,https://patents.google.com/patent/US2470616A/en,https://patentimages.storage.googleapis.com/30/98/6b/eb4c553190b940/US2470616-drawings-page-1.png,"D SHOCK ABSORBER Ralph M. Harmon, Wichita, Kans., "
US-2618348-A,Beech,Beech Aircraft Corp,Controllable pitch propeller spaced bearing assembly ,Alec S Odevseff,17686,17686,19316,19316,https://patents.google.com/patent/US2618348A/en,https://patentimages.storage.googleapis.com/43/af/b1/88371482d561d7/US2618348-drawings-page-1.png,"BEARING ASSEMBLY Alec S. Odevseff, Wichita, Kane, "
US-2335822-A,Bell,Bell Aircraft Corp,Airplane ,Herbert L Bowers,15105,15105,16040,16040,https://patents.google.com/patent/US2335822A/en,https://patentimages.storage.googleapis.com/71/71/48/40a34c106b3616/US2335822-drawings-page-1.png," 1943 AIRPLANE Herbert L. Bowers, Kenmore, N. Y., "
US-2840323-A,Bell,Bell Aircraft Corp,Hinged airfoil with jet nozzle means for aircraft flight control ,"Jr Gordon K Hood, Jr James A O'malley",20592,20592,21360,21360,https://patents.google.com/patent/US2840323A/en,https://patentimages.storage.googleapis.com/27/67/51/a4c619b1f97b23/US2840323-drawings-page-1.png,"and James A. OMalley, Jr. North Tonawanda, N. Y., "
US-2814451-A,Bell,Bell Aircraft Corp,Convertible aircraft ,"Eugene L Turner, John R O'dwyer",20416,20416,21150,21150,https://patents.google.com/patent/US2814451A/en,https://patentimages.storage.googleapis.com/27/16/2c/6fb020612c65bf/US2814451-drawings-page-1.png," Fort Worth, and John R. ODwyer, Arlington, Tex., "
US-2346977-A,Bell,Bell Aircraft Corp,Airplane ,Sha Stanley S La,15105,15105,16180,16180,https://patents.google.com/patent/US2346977A/en,https://patentimages.storage.googleapis.com/23/c1/3e/006d2cd0ec9037/US2346977-drawings-page-1.png,",1944 
.uarmxn Stanley S. La Sha, Kenmore. N. Y., "
US-2451008-A,Bell,Bell Aircraft Corp,Reaction jet system for aircraft control ,William W Williams,16522,16522,17818,17818,https://patents.google.com/patent/US2451008A/en,https://patentimages.storage.googleapis.com/59/79/99/e7164d706969b1/US2451008-drawings-page-1.png,"RAFT CONTROL William W. Williams, Buffalo, N. Y., "
US-2500512-A,Bell,Bell Aircraft Corp,Wing lift modification means ,Herbert L Bowers,17234,17234,18336,18336,https://patents.google.com/patent/US2500512A/en,https://patentimages.storage.googleapis.com/6c/20/c8/72bb2fbe61b278/US2500512-drawings-page-1.png,"ICATION MEANS Herbert L. Bowers, Clarence, N. Y., "
US-2709947-A,Bell,Bell Aircraft Corp,Aircraft and armament therefor ,Robert J Woods,17967,17967,20247,20247,https://patents.google.com/patent/US2709947A/en,https://patentimages.storage.googleapis.com/c5/43/44/b4d406b68332c9/US2709947-drawings-page-1.png,"NT THEREFOR Robert J. Woods, Grand Island, N..Y., "
US-2396628-A,Bell,Bell Aircraft Corp,Airplane ,Robert J Woods,15287,15287,16873,16873,https://patents.google.com/patent/US2396628A/en,https://patentimages.storage.googleapis.com/cc/0b/52/63b1b167afd043/US2396628-drawings-page-1.png,"46 AIRPLANE Robert J. Woods, Grand Island, N. Y., "
US-2382460-A,Bell,Bell Aircraft Corp,Aircraft ,Young Arthur Middleton,14984,14984,16663,16663,https://patents.google.com/patent/US2382460A/en,https://patentimages.storage.googleapis.com/e7/7d/1b/7314e3b8e40b69/US2382460-drawings-page-1.png,"1945 AIRCRAFT Arthur Middleton Young, Paoli, Pa., "
US-2318909-A,Bell,Bell Aircraft Corp,Wing construction ,Robert J Woods,14886,14886,15837,15837,https://patents.google.com/patent/US2318909A/en,https://patentimages.storage.googleapis.com/79/47/fb/e1cd6985ffd876/US2318909-drawings-page-1.png,"CONSTRUYCTKQN Robert J. Woods, Grand Island, N. Y "
US-2242199-A,Bell,Bell Aircraft Corp,Airplane floor and cowling construction ,Robert J Woods,14116,14116,15109,15109,https://patents.google.com/patent/US2242199A/en,https://patentimages.storage.googleapis.com/18/68/55/b61d1adc6051dc/US2242199-drawings-page-1.png,"raft Corporat poration of New York Island, N. Y., "
US-2954945-A,Bell,Bell Aircraft Corp,Helicopter aircraft control ,Robert H Wheelock,20876,20876,22193,22193,https://patents.google.com/patent/US2954945A/en,https://patentimages.storage.googleapis.com/cc/4e/a2/314ff4427a588b/US2954945-drawings-page-1.png,"R AIRCRAFT CONTROL H. Wheelock, Fort Worth, Tex., "
US-2385493-A,Bell,Bell Aircraft Corp,Aircraft ,Herbert L Bowers,15566,15566,16705,16705,https://patents.google.com/patent/US2385493A/en,https://patentimages.storage.googleapis.com/41/25/bb/9ddc50134bda38/US2385493-drawings-page-1.png,"FFICE AIRCRAFT Herbert L. Bowers, Kenmore, N. Y., "
US-2695144-A,Bell,Bell Aircraft Corp,Airplane ,Robert J Woods,18364,18364,20051,20051,https://patents.google.com/patent/US2695144A/en,https://patentimages.storage.googleapis.com/6b/3c/b4/ff01646d2d3a7a/US2695144-drawings-page-1.png,"nt AIRPLANE Robert J. Woods, Grand Island, N. Y., "
US-2516671-A,Bell,Bell Aircraft Corp,Jet power unit mounting ,"Herbert L Bowers, Robert A Wolf",16882,16882,18469,18469,https://patents.google.com/patent/US2516671A/en,https://patentimages.storage.googleapis.com/58/93/af/e5c2550c5f7759/US2516671-drawings-page-1.png,"ert L. Bowers and Robert A. Wolf, Kenmore, N. Y., "
US-2265683-A,Bell,Bell Aircraft Corp,Control column ,"Herbert L Bowers, Robert A Wolf",14244,14244,15319,15319,https://patents.google.com/patent/US2265683A/en,https://patentimages.storage.googleapis.com/50/4d/2b/85333bfa3c28da/US2265683-drawings-page-1.png,"ertL. Bowers and Robert A. Wolf, Kenmore, N. Y.', "
US-2409405-A,Bell,Bell Aircraft Corp,Aircraft gun mount ,John C Trotter,15785,15785,17090,17090,https://patents.google.com/patent/US2409405A/en,https://patentimages.storage.googleapis.com/cc/fd/57/f95f1cb8d782dc/US2409405-drawings-page-1.png," GUN MOUNT John C. Trotter, Williamsville, N. Y., "
US-2346809-A,Bell,Bell Aircraft Corp,Airplane construction ,Robert J Woods,14874,14874,16180,16180,https://patents.google.com/patent/US2346809A/en,https://patentimages.storage.googleapis.com/4b/19/50/020ccfc9a28c75/US2346809-drawings-page-1.png," cons'rnuc'rron Robert 3. Woods, Grand mi, N. IL, "
US-2743071-A,Bell,Bell Aircraft Corp,Helicopter automatic flight control ,Kelley Bartram,19330,19330,20569,20569,https://patents.google.com/patent/US2743071A/en,https://patentimages.storage.googleapis.com/35/07/38/10caece1155211/US2743071-drawings-page-1.png,"ATIC FLIGHT coNTRoL Bartram Kelley, Dallas, Tex., "
US-2368698-A,Bell,Bell Aircraft Corp,Helicopter aircraft ,Arthur M Young,15775,15775,16474,16474,https://patents.google.com/patent/US2368698A/en,https://patentimages.storage.googleapis.com/93/56/09/97aef73cf399f9/US2368698-drawings-page-1.png," 1945 HELICOPTER Arthur M. Young, Buffalo, N. Y., "
US-2879014-A,Bell,Bell Aircraft Corp,Jet propelled airplane with jet diverter ,"Stanley W Smith, Sr Charles M Sperazz",21003,21003,21633,21633,https://patents.google.com/patent/US2879014A/en,https://patentimages.storage.googleapis.com/38/89/94/346f791dd4a76f/US2879014-drawings-page-1.png,"nd Charles M. Sperazz, 
Sr., Williamsville, N.Y., "
US-2242201-A,Bell,Bell Aircraft Corp,Hinged mount ,Robert J Woods,14244,14244,15109,15109,https://patents.google.com/patent/US2242201A/en,https://patentimages.storage.googleapis.com/7c/86/f9/eaabbccc532300/US2242201-drawings-page-1.png,"INGED MOUNT Robert J. Woods, Grand Island, N. Y., "
US-2196546-A,Bell,Bell Aircraft Corp,Door construction for aircraft ,Herbert L Bowers,14137,14137,14710,14710,https://patents.google.com/patent/US2196546A/en,https://patentimages.storage.googleapis.com/96/a0/5e/1a134a03076b7d/US2196546-drawings-page-1.png,"STRUCTION FOB. Herbert L. Bowers, Kenmore, N. Y., "
US-2352144-A,Bell,Bell Aircraft Corp,Wing slot closure member ,Robert J Woods,14845,14845,16243,16243,https://patents.google.com/patent/US2352144A/en,https://patentimages.storage.googleapis.com/0b/08/d0/598bb086ee0897/US2352144-drawings-page-1.png,"SURE MEMBER Robert J. Woods, Grand Island, N. Y., "
US-2233969-A,Bell,Bell Aircraft Corp,Pressed wing rib ,Robert J Woods,14244,14244,15039,15039,https://patents.google.com/patent/US2233969A/en,https://patentimages.storage.googleapis.com/63/39/a8/c90f43b3c94dc9/US2233969-drawings-page-1.png,"D WING RIB Robert J. Woods, Grand, Island, N. Y., "
US-2252534-A,Bell,Bell Aircraft Corp,Movable supporting device ,John C Trotter,14726,14726,15200,15200,https://patents.google.com/patent/US2252534A/en,https://patentimages.storage.googleapis.com/aa/00/a7/491768ba2e969b/US2252534-drawings-page-1.png,"UPPORTING DEVICE John G. Trotter, Buffalo, N. Y., "
US-2710047-A,Bell,Bell Aircraft Corp,Adjustable aircraft pilot seat ,Jay R Duppstadt,18835,18835,20247,20247,https://patents.google.com/patent/US2710047A/en,https://patentimages.storage.googleapis.com/49/1c/85/1af4ae485d5866/US2710047-drawings-page-1.png,"FT PILOT SEAT Jay R. Duppstadt, Tonawanda, N. Y., "
US-2650667-A,Bell,Bell Aircraft Corp,Pivotally mounted rotating wing for aircraft ,Arthur M Young,16897,18384,19603,19603,https://patents.google.com/patent/US2650667A/en,https://patentimages.storage.googleapis.com/68/30/13/ee5e03d8596d05/US2650667-drawings-page-1.png,"ING FOR AIRCRAFT Arthur M. Young, Buffalo, N. Y., "
US-2589316-A,Bell,Bell Aircraft Corp,Method of manufacturing a set of matched rotor blades ,Arthur M Young,17483,17483,19071,19071,https://patents.google.com/patent/US2589316A/en,https://patentimages.storage.googleapis.com/fa/3e/9c/a5abd71949cb2e/US2589316-drawings-page-1.png,"ED no'roa BLADES Arthur M. Young, Buifalo, N. Y., "
US-2242147-A,Bell,Bell Aircraft Corp,Hinge fitting ,Frank M Salisbury,14244,14244,15109,15109,https://patents.google.com/patent/US2242147A/en,https://patentimages.storage.googleapis.com/fa/21/dd/f67a480b9be065/US2242147-drawings-page-1.png,"INGE FITTING Frank M. Salisbury, Kenmore, lN.YY., "
US-2427980-A,Bell,Bell Aircraft Corp,Aircraft control surface ,"William E Stinson, Spenceley Frederick",16001,16001,17433,17433,https://patents.google.com/patent/US2427980A/en,https://patentimages.storage.googleapis.com/bb/55/9a/21e06ace73ab8b/US2427980-drawings-page-1.png,"a, and Frederick Spenceley, Niagara Falls, N. Y., "
US-2670909-A,Bell,Bell Aircraft Corp,Actuating mechanism for aircraft extensible flaps ,Edward H Replogle,18323,18323,19785,19785,https://patents.google.com/patent/US2670909A/en,https://patentimages.storage.googleapis.com/d5/52/a0/5118a4f04f6fed/US2670909-drawings-page-1.png,"NSIBL E FLAPS Edward H. Replogle, Kenmore, N. Y., "
US-2510006-A,Bell,Bell Aircraft Corp,Rotating wing aircraft ,Arthur M Young,16897,16897,18413,18413,https://patents.google.com/patent/US2510006A/en,https://patentimages.storage.googleapis.com/59/e4/26/9c03233b0276b5/US2510006-drawings-page-1.png,"NG WING AIRCRAFT Arthur M. Young, Buffalo, N. Y., "
US-2699300-A,Bell,Bell Aircraft Corp,Aircraft with adjustable swept-back wings ,"John C Trotter, Robert H Dufort",18373,18373,20100,20100,https://patents.google.com/patent/US2699300A/en,https://patentimages.storage.googleapis.com/f5/05/05/7f4033b108b89c/US2699300-drawings-page-1.png,"liamsville, and Robert H. Dufort, Kenmore, N. Y., "
US-2739769-A,Bell,Bell Aircraft Corp,Rotary wing aircraft propulsion system mounting ,Cyril B Rogers,20019,20019,20541,20541,https://patents.google.com/patent/US2739769A/en,https://patentimages.storage.googleapis.com/ec/ac/9f/ef42f9e89438c1/US2739769-drawings-page-1.png,"M MOUNTING Cyril B. Rogers, Niagara Falls, N. Y., "
US-2544794-A,Bell,Bell Aircraft Corp,Helicopter amphibious landing gear ,"Kelley Bartram, Ernest G Dickinson",18336,18336,18700,18700,https://patents.google.com/patent/US2544794A/en,https://patentimages.storage.googleapis.com/95/57/a3/96e2472dcdef34/US2544794-drawings-page-1.png,"ffalo, and Ernest G. Dickinson, Tonawanda, N. Y., "
US-2470056-A,Bell,Bell Aircraft Corp,Rotor blade ,Charles M Seibel,17098,17098,18028,18028,https://patents.google.com/patent/US2470056A/en,https://patentimages.storage.googleapis.com/05/7f/f8/7a43388152e50c/US2470056-drawings-page-1.png,"49 ROTOR BLADE Charles M. Seibel, Kenmore, N. Y., "
US-2670159-A,Bell,Bell Aircraft Corp,Amphibious helicopter landing gear ,Barr Charles,18291,18291,19778,19778,https://patents.google.com/patent/US2670159A/en,https://patentimages.storage.googleapis.com/a0/83/44/ba66f9aef9bf47/US2670159-drawings-page-1.png," Charles Barr, Buifalo, 
Aircraft, Corpora N. Y., "
US-2394506-A,Bell,Bell Aicraft Corp,Fuel transfer system ,Robert J Woods,16001,16001,16838,16838,https://patents.google.com/patent/US2394506A/en,https://patentimages.storage.googleapis.com/b3/f5/30/0487f45d71c9a0/US2394506-drawings-page-1.png,"SFER SYSTEM Robert J. Woods, Grand Island, N. Y., "
US-2383779-A,Bell,Bell Aircraft Corp,Aircraft control means ,"Harold J Dobmeier, Gerald A Weingartner",15475,15475,16677,16677,https://patents.google.com/patent/US2383779A/en,https://patentimages.storage.googleapis.com/62/f8/7c/f8b5b7dba42ca5/US2383779-drawings-page-1.png,"meier and Gerald A. Weingartner, 
Buffalo, N. Y., "
US-2242125-A,Bell,Bell Aircraft Corp,Undercarriage mechanism for vehicles ,George L Hineman,14180,14180,15109,15109,https://patents.google.com/patent/US2242125A/en,https://patentimages.storage.googleapis.com/13/f6/6d/5728b30762ae04/US2242125-drawings-page-1.png," FOR VEHICLES George 'L. Hineman, Buffalo, N. Y., "
US-2457429-A,Bell,Bell Aircraft Corp,Rotary wing aircraft ,Arthur M Young,16566,16566,17895,17895,https://patents.google.com/patent/US2457429A/en,https://patentimages.storage.googleapis.com/5f/89/5a/354dbbc8db8cfc/US2457429-drawings-page-1.png,". Young, Buffalo, N. 
Aircraft Corporation, 
 Y., "
US-2863513-A,Bell,Bell Aircraft Corp,Helicopter rotor blade ,Robert W Metzger,20435,20435,21528,21528,https://patents.google.com/patent/US2863513A/en,https://patentimages.storage.googleapis.com/0a/48/5e/8aae9c0e89c839/US2863513-drawings-page-1.png,"PTER ROTOR BLADE Robert W. Metzger, Dallas, Tex., "
US-2385635-A,Bell,Bell Aircraft Corp,Antishimmy device ,Le Roy F Maurer,15824,15824,16705,16705,https://patents.google.com/patent/US2385635A/en,https://patentimages.storage.googleapis.com/c7/c6/c5/331158f877d827/US2385635-drawings-page-1.png,"SHIMIMY DEVICE Le Roy F. Maurer, 
Buflalo, N. Y., "
US-2206474-A,Bell,Bell Aircraft Corp,Airplane control column ,"Herbert L Bowers, Robert A Wolf",14244,14244,14794,14794,https://patents.google.com/patent/US2206474A/en,https://patentimages.storage.googleapis.com/91/ec/e3/060f201fcfed69/US2206474-drawings-page-1.png,"ert L. Bowers and Robert A. Wolf, Kenmore, N. Y., "
US-2427982-A,Bell,Bell Aircraft Corp,Helicopter antitorque and steering control ,John C Trotter,17337,17337,17433,17433,https://patents.google.com/patent/US2427982A/en,https://patentimages.storage.googleapis.com/d4/a5/d3/38a85df49e0e23/US2427982-drawings-page-1.png," ooN'rRoL John C. Trotter, South Burlington, Vt., "
US-2284519-A,Bell,Bell Aircraft Corp,Airplane ,Randolph F Hall,14502,14502,15487,15487,https://patents.google.com/patent/US2284519A/en,https://patentimages.storage.googleapis.com/be/90/5b/c57f203144ce1d/US2284519-drawings-page-1.png,"1942 AIRPLANE Randolph F. Hall, Rochester, N. 2., "
US-2481635-A,Bell,Bell Aircraft Corp,Aircraft undercarriage ,"John W Wheeler, Harold C Todd",17192,17192,18154,18154,https://patents.google.com/patent/US2481635A/en,https://patentimages.storage.googleapis.com/ae/d1/4d/00590cf8ac8451/US2481635-drawings-page-1.png,"rand Island, and Harold C. 
Todd, Kenmore, N. Y., "
US-2242159-A,Bell,Bell Aircraft Corp,Stowable control column ,Robert A Wolf,14068,14068,15109,15109,https://patents.google.com/patent/US2242159A/en,https://patentimages.storage.googleapis.com/1d/d0/11/4dc55b4340a39d/US2242159-drawings-page-1.png,"LE CONTROLCOLUMN Robert A. Wolf, Kenmore, N. Y., ."
US-2340241-A,Bell,Bell Aircraft Corp,Aircraft gearing ,Robert J Woods,15481,15481,16096,16096,https://patents.google.com/patent/US2340241A/en,https://patentimages.storage.googleapis.com/a3/1a/8a/e93b09c5431853/US2340241-drawings-page-1.png,"arr GEARING Robert J. Woods, Grand Island, N. Y.. "
US-2390013-A,Bell,Bell Aircraft Corp,Aircraft combat station ,John C Trotter,15845,15845,16768,16768,https://patents.google.com/patent/US2390013A/en,https://patentimages.storage.googleapis.com/ad/be/fd/56f8f70604eb2f/US2390013-drawings-page-1.png,"BAT STATION an o; Trotter, Williamsv ille, NI Y., "
US-2600715-A,Bell,Bell Aircraft Corp,Hydraulic brake actuator for helicopter rotors ,John W Wheeler,18266,18266,19162,19162,https://patents.google.com/patent/US2600715A/en,https://patentimages.storage.googleapis.com/27/4f/7a/bc40cb6c92b97a/US2600715-drawings-page-1.png,"PTER ROTORS John W. Wheeler, Grand Island, N. Y., "
US-2504096-A,Bell,Bell Aircraft Corp,Aircraft control system ,Harold E Wells,17320,17320,18364,18364,https://patents.google.com/patent/US2504096A/en,https://patentimages.storage.googleapis.com/61/67/ec/d9fcfb082b54ed/US2504096-drawings-page-1.png,"T CONTROL SYSTEM Harold E. Wells, Kenmore, N. Y., "
US-2402428-A,Bell,Bell Aircraft Corp,Vehicle undercarriage ,John T Mitten,16266,16266,16971,16971,https://patents.google.com/patent/US2402428A/en,https://patentimages.storage.googleapis.com/28/5f/ad/67ee7e79158986/US2402428-drawings-page-1.png," I JNDERCARRIAGE John '1. Mitten, Buffalo, N. Y., "
US-2451009-A,Bell,Bell Aircraft Corp,Aircraft control surface ,"William W Williams, Herbert L Bowers",16728,16728,17818,17818,https://patents.google.com/patent/US2451009A/en,https://patentimages.storage.googleapis.com/9e/09/70/bf8a505e33b23c/US2451009-drawings-page-1.png," Buffalo, and Herbert L. 
Bowers, Kenmore, N. Y., "
US-2439196-A,Bell,Bell Aircraft Corp,Pneumatic aircraft float ,"Robert A Wolf, Luell M Graham",16676,16676,17629,17629,https://patents.google.com/patent/US2439196A/en,https://patentimages.storage.googleapis.com/fb/38/81/77733af321e5bc/US2439196-drawings-page-1.png,"vllle, and Luell M. Graham, Williamsville, N. Y., "
US-2446149-A,Bell,Bell Aircraft Corp,Aircraft control system ,Harold E Wells,17336,17336,17741,17741,https://patents.google.com/patent/US2446149A/en,https://patentimages.storage.googleapis.com/68/c3/6e/031cff97f45703/US2446149-drawings-page-1.png,"T CONTROL SYSTEM Harold E. Wells, Kenmore, N. Y., "
US-2463351-A,Bell,Bell Aircraft Corp,Aircraft and undercarriage therefor ,Herbert L Bowers,17463,17463,17958,17958,https://patents.google.com/patent/US2463351A/en,https://patentimages.storage.googleapis.com/4d/d4/4c/bc5310b378055c/US2463351-drawings-page-1.png," THEREFOR Herbert L. Bowers, Greiner Road, N. Y., "
US-2694458-A,Bell,Bell Aircraft Corp,Rotor blade construction ,Emerson W Stevens,18584,18584,20044,20044,https://patents.google.com/patent/US2694458A/en,https://patentimages.storage.googleapis.com/6c/cc/f5/79037336f36726/US2694458-drawings-page-1.png,"E CONSTRUCTION Emerson W. Stevens, Snyder, N. Y., "
US-2290224-A,Bell,Bell Aircraft Corp,Control means for airplanes ,"Herbert L Bowers, Robert A Wolf",14244,14244,15543,15543,https://patents.google.com/patent/US2290224A/en,https://patentimages.storage.googleapis.com/98/67/53/f677fe6c5ee3de/US2290224-drawings-page-1.png,"ert L. Bowers and Robert A. Wolf, Kenmore, N. Y., "
US-2353112-A,Bell,Bell Aircraft Corp,Aircraft heater ,"Sha Stanley S La, Frank M Salisbury",14957,14957,16257,16257,https://patents.google.com/patent/US2353112A/en,https://patentimages.storage.googleapis.com/5c/de/2e/1182373725145f/US2353112-drawings-page-1.png,"issguz I sanie smshsamirmnkusalabuimmmore, N. Y., "
US-2506960-A,Bell,Bell Aircraft Corp,Aircraft control mechanism ,Edward F Hensley,17239,17239,18392,18392,https://patents.google.com/patent/US2506960A/en,https://patentimages.storage.googleapis.com/88/ac/4e/dc43ffe070333a/US2506960-drawings-page-1.png,"CHANISM' Edward F. Hensley, Niagara.Falls,.N..Y.,."
US-2840324-A,Bell,Bell Aircraft Corp,Airfoil hinge jet nozzle device ,Stanley W Smith,20592,20592,21360,21360,https://patents.google.com/patent/US2840324A/en,https://patentimages.storage.googleapis.com/a7/66/04/ff609c0352743a/US2840324-drawings-page-1.png,"ZZLE DEVICE Stanley W. Smith, Lyndonville, N, Y., "
US-2667316-A,Bell,Bell Aircraft Corp,Retractable aircraft undercarriage ,"Robert C Winter, John W Wheeler",18743,18743,19750,19750,https://patents.google.com/patent/US2667316A/en,https://patentimages.storage.googleapis.com/a4/f7/f7/0b0ae9c7a059a1/US2667316-drawings-page-1.png,"rporation, 
 Buffalo, and John W. Wheeler, N. Y., "
